# Nodes: 20000, Edges: 152784, Weighted: 1
1	3379	0.920832
1	12280	2.36444
1	15215	0.349421
1	15376	1.42737
1	18545	3.19678
1	19268	4.96986
1	19892	5.19597
2	11702	1.07679
2	14974	1.13073
2	15885	1.72321
2	18252	3.40315
2	18479	2.47695
2	19522	5.14027
2	19685	3.64762
3	1326	1.90014
3	5464	0.916453
3	8246	1.68595
3	10968	2.20678
3	14400	3.11667
3	16409	3.92313
3	16644	4.62543
4	3351	2.05569
4	4708	1.46575
4	15307	1.88436
4	16990	2.00011
4	17361	3.00799
4	19220	4.38424
4	19317	4.00217
5	716	2.38597
5	5307	0.110618
5	10899	2.72029
5	12484	1.21964
5	17318	3.18781
5	17632	4.23635
5	18736	4.60968
6	1644	1.99303
6	9971	1.51161
6	17055	1.04175
6	18521	4.90888
6	18949	2.80051
6	19217	3.22481
6	19510	3.1099
7	1185	2.45504
7	6963	1.12745
7	16251	0.942071
7	18624	2.30299
7	19395	4.71918
7	19478	3.56278
7	19483	3.37132
8	5193	1.44656
8	7905	2.55158
8	10198	0.277009
8	15199	1.71971
8	19298	4.34918
8	19553	4.17548
8	19820	4.07527
9	3802	2.67952
9	9128	2.13674
9	10176	2.36717
9	13598	3.49223
9	15060	1.77723
9	16533	4.03011
9	17688	2.14329
10	1280	0.408772
10	9469	2.50595
10	13046	1.80812
10	13944	4.00404
10	14956	2.58146
10	15783	3.45186
10	17824	3.91186
11	8854	1.66113
11	15671	3.28923
11	16977	1.5712
11	17412	3.32934
11	17442	2.28608
11	18893	2.47386
11	19376	3.82088
12	5020	0.506062
12	12556	1.54097
12	12707	1.74115
12	16223	3.25042
12	17040	3.66375
12	18313	3.3866
12	19677	4.45444
13	7523	0.0608703
13	12127	0.74722
13	15361	0.939806
13	17440	2.81651
13	19199	4.37894
13	19230	4.87538
13	19640	4.77732
14	3493	2.5949
14	5133	0.335483
14	7415	1.27944
14	17218	4.57872
14	17972	1.87126
14	19191	3.57139
14	19787	4.41768
15	3227	0.75762
15	5143	2.1438
15	10653	2.27318
15	14297	1.73391
15	17684	2.6092
15	19112	5.46381
15	19462	3.62489
16	610	1.08878
16	3050	1.26442
16	3817	2.4119
16	7255	1.50286
16	16616	2.74232
16	17134	3.05523
16	18667	6.01364
17	986	1.11379
17	1403	1.26968
17	3615	1.90731
17	9725	1.28517
17	16356	1.69255
17	19331	6.95688
17	19818	4.39557
18	5846	1.18115
18	7367	1.52385
18	15619	0.435198
18	17260	2.67311
18	19626	4.05114
18	19715	4.18867
18	19985	4.48964
19	6410	2.58976
19	6920	0.828798
19	16113	4.90893
19	18139	1.71602
19	19226	2.51918
19	19383	2.93963
19	19640	3.03867
20	10853	1.73974
20	14676	0.489421
20	16096	1.51252
20	17376	2.56534
20	19007	3.4995
20	19104	4.28461
20	19959	4.47652
21	11695	0.778647
21	15373	1.68641
21	15851	3.69485
21	15911	1.3856
21	18347	3.43299
21	18608	3.69832
21	19586	3.84535
22	5318	2.19216
22	8820	1.28757
22	11485	3.28781
22	15351	2.7862
22	16761	3.41826
22	17058	1.72531
22	17550	3.97608
23	3809	1.59852
23	5721	0.449165
23	6908	0.109521
23	15809	2.37674
23	18560	4.03682
23	19584	4.93712
23	19590	5.33249
24	853	1.32021
24	8373	3.85132
24	14729	3.05846
24	18851	2.23524
24	19083	2.58531
24	19147	2.83716
24	19169	2.83265
25	6389	0.0645403
25	9684	2.80923
25	11776	2.26284
25	15468	3.1203
25	17424	2.27571
25	19524	3.62109
25	19970	4.48909
26	4217	0.728196
26	5370	1.18572
26	10500	1.58094
26	12366	2.41428
26	17274	3.19918
26	19255	4.4406
26	19400	5.201
27	841	1.71285
27	7332	1.8273
27	11623	1.23322
27	11811	2.05717
27	14526	2.47203
27	15715	3.8169
27	19472	5.33698
28	2812	3.05943
28	10908	0.241708
28	12932	1.32227
28	15008	2.36392
28	15854	2.87541
28	18776	4.0217
28	19578	4.60808
29	7090	1.27465
29	10921	2.05351
29	18304	3.07891
29	18375	2.07735
29	19254	2.08769
29	19520	3.71897
29	19858	4.38564
30	9025	2.36927
30	10590	1.19003
30	15679	4.66287
30	16437	0.422439
30	18148	2.7217
30	18489	3.03756
30	19295	4.00424
31	1915	0.0226707
31	13956	1.05484
31	15550	3.63503
31	17248	2.24326
31	17567	2.83947
31	18438	3.61389
31	19746	5.04148
32	3205	1.79421
32	3536	2.39466
32	5153	1.91602
32	8943	1.22364
32	14692	3.76855
32	16276	3.23086
32	16411	3.94836
33	320	1.72793
33	8049	2.41153
33	10990	1.52589
33	13974	1.83774
33	15145	2.42669
33	17012	3.81803
33	19629	4.67591
34	3615	1.63531
34	15424	3.37919
34	15657	3.14016
34	15867	0.749077
34	16013	1.59231
34	18720	2.95871
34	19985	4.85279
35	3559	1.40796
35	4003	2.42201
35	15392	1.34146
35	16816	2.70322
35	18313	2.8597
35	19591	3.3548
35	19737	4.57945
36	5751	1.40583
36	5968	0.820712
36	11957	3.05152
36	14144	3.00933
36	14312	2.12358
36	16885	3.64787
36	18431	4.6362
37	9056	0.13565
37	10247	0.954259
37	12931	0.411771
37	18004	3.93006
37	18726	4.30706
37	19307	4.4736
37	19417	4.28602
38	3457	0.972413
38	4555	3.51987
38	6153	1.17946
38	11237	2.02163
38	15593	3.64042
38	15959	3.46571
38	16851	3.55985
39	7152	1.42931
39	18398	1.11883
39	19128	2.76098
39	19195	4.2064
39	19705	2.85511
39	19719	2.72027
39	19868	3.47512
40	1219	2.13344
40	14111	1.45176
40	17146	2.22755
40	17673	2.53314
40	18021	2.3565
40	19088	4.03936
40	19428	3.84263
41	9959	0.951428
41	15171	3.24236
41	15550	0.329229
41	17784	2.13719
41	18015	4.14766
41	18914	3.85323
41	19107	3.87142
42	554	0.76539
42	3109	1.3982
42	3432	1.37984
42	13290	0.920353
42	17293	3.45603
42	19046	5.00708
42	19593	5.51551
43	7729	3.82514
43	8491	1.93836
43	15898	1.55285
43	16561	2.73792
43	17462	3.10936
43	17887	2.61914
43	18117	2.88281
44	3795	0.696961
44	7554	1.20325
44	12296	2.42347
44	15874	3.52519
44	18369	2.84929
44	18934	3.41818
44	19805	4.53801
45	10939	2.19056
45	16993	3.02844
45	17762	2.03807
45	17776	1.51942
45	18738	2.61061
45	18853	3.09249
45	19727	4.03498
46	9795	0.0643864
46	10147	2.46454
46	13597	1.98309
46	15708	1.81527
46	17280	3.98876
46	19243	4.11424
46	19263	4.22765
47	8589	0.251064
47	13687	3.22688
47	15401	1.31029
47	17780	2.74407
47	18044	2.78163
47	18304	3.34444
47	19716	4.84083
48	14377	2.14278
48	17184	2.07565
48	17304	2.93114
48	17939	2.05553
48	18100	3.25616
48	18315	2.27505
48	19606	3.77176
49	1622	1.68874
49	12040	2.11582
49	12394	0.885116
49	14626	2.58167
49	16814	1.91809
49	17855	3.98602
49	19584	5.37891
50	8781	2.84262
50	9091	3.02581
50	10126	3.43691
50	10720	1.93021
50	11104	1.59517
50	13031	2.34122
50	14469	3.25874
51	1044	1.14662
51	6843	3.33262
51	11451	0.0174591
51	17111	1.05732
51	17787	3.61494
51	19485	4.70672
51	19701	4.53893
52	4762	3.09425
52	12547	1.59845
52	14799	1.32217
52	15952	2.52193
52	15991	2.25627
52	18654	3.60996
52	19268	4.0787
53	435	1.99601
53	6173	1.86135
53	7654	3.5356
53	8816	1.67544
53	9105	1.95065
53	12381	2.7822
53	17393	4.65293
54	2688	2.91971
54	10419	0.0136466
54	10685	3.55561
54	13380	1.66052
54	16726	2.62057
54	18487	3.80654
54	18717	4.01446
55	11736	1.13046
55	14015	2.51768
55	16071	2.35838
55	16502	2.82843
55	17943	3.46272
55	18108	3.15778
55	18577	3.06174
56	11015	0.685494
56	14869	0.0213314
56	16724	2.67757
56	18243	2.21258
56	18601	2.75748
56	19743	4.95779
56	19912	5.43106
57	274	1.99339
57	3860	0.084526
57	13601	1.81922
57	18312	2.39941
57	19295	3.55806
57	19528	4.38083
57	19803	4.23932
58	4859	2.97798
58	10199	0.112731
58	11863	1.37427
58	18828	2.72005
58	18983	4.24918
58	19424	3.68502
58	19814	3.7011
59	6111	0.788014
59	15222	0.010737
59	18113	3.43417
59	18231	4.27312
59	19373	3.05333
59	19802	3.79182
59	19863	3.5197
60	6883	1.99379
60	7534	3.01432
60	9499	3.34499
60	9997	2.06983
60	10090	0.010977
60	11161	2.34376
60	19990	6.0049
61	8638	2.48466
61	14251	2.57229
61	15594	0.593283
61	17058	3.15113
61	17635	2.7942
61	18657	3.1484
61	19384	3.86051
62	8916	0.681661
62	12854	0.867299
62	13848	2.16192
62	16037	2.3612
62	17614	3.84766
62	17678	3.63363
62	19110	5.0014
63	10601	2.02376
63	11811	0.0932875
63	17081	3.04351
63	17659	2.52452
63	18411	3.80066
63	18601	3.39055
63	19221	3.61487
64	13358	0.580582
64	17243	1.3396
64	17265	2.79883
64	17274	3.09327
64	17467	2.38447
64	19275	4.02014
64	19511	4.2448
65	894	0.818791
65	5615	1.56193
65	5780	1.35847
65	6141	2.6275
65	14201	3.29076
65	16885	3.99741
65	19515	5.09281
66	6778	0.4608
66	12206	2.35484
66	12599	0.31614
66	17186	2.22476
66	17399	4.0696
66	19379	5.64822
66	19894	3.41091
67	8679	1.37039
67	8790	0.0117993
67	10977	3.54203
67	11900	3.4675
67	16421	2.65297
67	18366	3.48475
67	18882	4.04216
68	392	1.89721
68	4843	1.5886
68	6308	1.72943
68	11226	3.50716
68	15587	2.36352
68	18220	3.03989
68	18924	4.3882
69	8737	1.80888
69	9962	2.95076
69	11038	2.59858
69	12870	2.7218
69	16470	2.17368
69	16641	2.03524
69	19097	4.16715
70	2561	1.05513
70	10271	0.444604
70	13043	2.12954
70	14970	2.30122
70	15040	1.63306
70	17117	3.8757
70	19870	6.86311
71	1129	0.0393621
71	17927	1.99131
71	18546	3.50035
71	18811	3.70098
71	18820	3.44731
71	19535	2.88125
71	19983	3.82582
72	4062	0.0353196
72	7719	1.85222
72	9645	1.48585
72	13579	2.06634
72	18265	4.68644
72	18870	4.51099
72	19276	3.99113
73	5758	1.47757
73	11717	0.00549423
73	16585	2.33475
73	19026	3.21931
73	19159	3.59693
73	19190	3.50852
73	19250	4.79557
74	3082	2.70092
74	10047	2.62031
74	11025	1.20186
74	14382	2.97299
74	15150	0.0907009
74	19684	3.9049
74	19993	5.055
75	8091	1.4889
75	11371	2.76064
75	12818	1.46734
75	15347	1.88427
75	17673	3.92846
75	17980	2.68647
75	19434	4.16186
76	14437	1.0098
76	15664	2.43429
76	16658	3.46548
76	16749	1.27475
76	17493	2.05953
76	18015	4.29158
76	19944	3.90133
77	10225	1.13186
77	16154	2.14387
77	16647	3.59607
77	16715	3.17772
77	17122	3.45145
77	17694	1.71178
77	19550	3.3454
78	7949	1.69203
78	12917	3.78137
78	15431	1.0672
78	15953	1.2776
78	17449	2.90392
78	19155	3.46419
78	19836	4.35521
79	1967	1.35283
79	15299	1.79553
79	16937	3.43362
79	18093	3.27542
79	18311	1.69013
79	18359	3.46109
79	19796	3.51727
80	3237	1.65977
80	6904	1.1135
80	9220	2.19285
80	13252	3.54233
80	17049	5.05977
80	17543	2.07222
80	18190	2.75153
81	11092	1.60773
81	17504	0.505584
81	17837	3.38318
81	18074	3.3825
81	18251	2.32124
81	19336	3.47742
81	19841	4.3176
82	1325	1.75774
82	5453	2.61821
82	10285	1.51712
82	12178	3.20509
82	15113	2.14398
82	15342	3.59778
82	16676	3.49303
83	6054	1.83476
83	10819	2.98462
83	12596	3.44903
83	14119	0.556638
83	16825	2.13201
83	19201	3.73045
83	19210	3.72587
84	4004	3.2245
84	6559	2.37758
84	8704	1.78947
84	12872	1.13962
84	14610	3.8924
84	16127	1.97377
84	17273	4.49176
85	3229	2.10723
85	12316	0.0269389
85	12436	2.93985
85	15093	3.00624
85	19723	3.5065
85	19767	3.43761
85	19916	3.45612
86	2684	2.27303
86	13132	0.00412177
86	16895	1.96146
86	18155	3.77604
86	19465	3.41418
86	19537	3.3891
86	19733	3.50794
87	2740	1.7793
87	10398	2.1023
87	10554	0.846405
87	14016	2.6178
87	14971	3.34767
87	15772	3.11225
87	19092	4.6632
88	2409	3.2761
88	9621	2.0674
88	10264	1.59234
88	11261	2.38782
88	11700	2.35936
88	16678	2.02406
88	19553	4.57545
89	4105	1.80127
89	5039	2.71262
89	12053	1.28452
89	17242	2.80746
89	18063	2.83504
89	18153	3.36229
89	19159	3.80105
90	5904	1.48342
90	13333	0.946397
90	15415	2.15738
90	17601	2.48816
90	18494	2.68548
90	19312	4.07293
90	19773	4.61803
91	1779	1.72343
91	2743	1.79326
91	8062	2.27856
91	12351	2.36624
91	14598	2.89171
91	15323	3.35055
