degree distribution (probability density function of the degree in logarithmic bins) 
7.44469	0.180683
9.47649	0.0872881
11.4681	0.0500536
13.8997	0.0443274
16.8975	0.0239575
20.3951	0.0161879
24.7624	0.0113987
30.3123	0.00840119
37.1964	0.00611056
45.5696	0.00354081

degree distribution (degree-occurrences) 
7	0.1526
8	0.1222
9	0.0846
10	0.077
11	0.06
12	0.0528
13	0.047
14	0.0398
15	0.0348
16	0.033
17	0.0222
18	0.0248
19	0.0186
20	0.0172
21	0.0154
22	0.0146
23	0.0154
24	0.0112
25	0.0108
26	0.0094
27	0.0096
28	0.0096
29	0.0088
30	0.009
31	0.0094
32	0.007
33	0.0068
34	0.0082
35	0.0076
36	0.0054
37	0.0036
38	0.0032
39	0.0054
40	0.0056
41	0.0058
42	0.0036
43	0.0044
44	0.0044
45	0.005
46	0.003
47	0.0028
48	0.0028
49	0.003
50	0.0026


--------------------------------------
community distribution (size-occurrences)
20	0.0342466
21	0.0205479
22	0.0547945
23	0.0273973
24	0.0273973
25	0.0342466
26	0.0410959
27	0.0616438
28	0.0136986
29	0.0136986
30	0.0342466
31	0.0547945
32	0.0342466
33	0.0273973
34	0.0342466
35	0.0205479
36	0.0479452
37	0.0205479
38	0.0342466
39	0.0547945
40	0.0273973
41	0.0479452
42	0.0273973
43	0.0205479
44	0.0342466
45	0.0136986
46	0.0205479
47	0.0547945
48	0.0342466
49	0.0205479
50	0.00684932


--------------------------------------
mixing parameter (topology)
0	0.0034
0.0555556	0.0002
0.0714286	0.0002
0.0874915	0.0328
0.106671	0.1038
0.124736	0.1462
0.141721	0.2964
0.158859	0.2128
0.179252	0.0744
0.196715	0.0646
0.22124	0.0322
0.230769	0.0002
0.25	0.026
0.272727	0.0002
0.286175	0.0062
0.333333	0.0002
0.375	0.0002

--------------------------------------
mixing parameter (weights)
0	0.0034
0.0466289	0.0006
0.0668068	0.001
0.0807493	0.002
0.0993163	0.0022
0.116672	0.0052
0.138402	0.0384
0.150828	0.847
0.16999	0.0574
0.19014	0.0158
0.206135	0.013
0.225147	0.0084
0.246023	0.0016
0.259496	0.0018
0.283013	0.0008
0.301732	0.0002
0.319425	0.0004
0.332389	0.0004
0.357419	0.0004

--------------------------------------
internal weights (weight-occurrences)
0.32367	0.0458812
1.177	0.0479429
1.93229	0.0753916
2.69048	0.109579
3.44011	0.15026
4.17525	0.149983
4.92393	0.123581
5.68155	0.0891775
6.43931	0.0630827
7.1998	0.043204
7.97356	0.0307413
8.72682	0.0232945
9.47523	0.016063
10.2497	0.0114472
10.9888	0.00941625
11.7623	0.00670831
12.4789	0.00221559
13.3401	0.000707758
14.1334	0.000830846
14.8454	0.000492353

--------------------------------------
external weights (weight-occurrences)
0.347328	0.107467
1.73888	0.0816469
2.89886	0.22732
3.90319	0.177251
5.02976	0.142359
6.19667	0.0858339
7.36298	0.0568737
8.43504	0.0350663
9.60141	0.0294836
10.7182	0.0202373
11.8945	0.0116888
12.9734	0.00819958
14.2234	0.00645499
15.1704	0.00418702
16.2861	0.00226797
17.5327	0.00226797
18.7433	0.00104676
22.5784	0.000348918
