degree distribution (probability density function of the degree in logarithmic bins) 
7.42881	0.174798
9.46229	0.0884494
11.4612	0.051762
13.8968	0.0432703
16.9256	0.023149
20.399	0.01791
24.8034	0.0129549
30.3416	0.00804422
37.3178	0.00557861
45.6556	0.00352961

degree distribution (degree-occurrences) 
7	0.15185
8	0.114
9	0.08805
10	0.0757
11	0.06285
12	0.0538
13	0.04615
14	0.03865
15	0.0339
16	0.02845
17	0.02615
18	0.0227
19	0.02145
20	0.01705
21	0.0181
22	0.0162
23	0.01515
24	0.01435
25	0.01285
26	0.01145
27	0.0103
28	0.0093
29	0.0085
30	0.0082
31	0.0084
32	0.0069
33	0.00715
34	0.006
35	0.00545
36	0.00615
37	0.0046
38	0.0043
39	0.0049
40	0.00405
41	0.00545
42	0.00435
43	0.0046
44	0.00355
45	0.0032
46	0.00295
47	0.00355
48	0.0036
49	0.0029
50	0.0028


--------------------------------------
community distribution (size-occurrences)
20	0.0428336
21	0.0477759
22	0.0576606
23	0.0527183
24	0.0280066
25	0.0247117
26	0.0411862
27	0.0313015
28	0.0329489
29	0.0362438
30	0.0362438
31	0.0362438
32	0.0461285
33	0.0395387
34	0.0329489
35	0.0362438
36	0.0345964
37	0.0230643
38	0.029654
39	0.0313015
40	0.0280066
41	0.0329489
42	0.0181219
43	0.0247117
44	0.0164745
45	0.0214168
46	0.0280066
47	0.0181219
48	0.0230643
49	0.0181219
50	0.029654


--------------------------------------
mixing parameter (topology)
0	0.3597
0.0269867	0.0028
0.0372889	0.066
0.0498158	0.14015
0.0628903	0.1071
0.0774576	0.1073
0.0907801	0.04055
0.105619	0.07705
0.124902	0.04595
0.133333	0.00025
0.142932	0.0512
0.166667	0.0003
0.181818	0.0005
0.2	0.00025
0.222222	0.00025
0.25	0.0004
0.285714	0.00025

--------------------------------------
mixing parameter (weights)
0.000152718	0.36425
0.0336888	0.01705
0.0508064	0.3632
0.0712175	0.07405
0.0920186	0.05125
0.112797	0.0364
0.134006	0.02615
0.154285	0.01915
0.173973	0.0141
0.195684	0.01155
0.215834	0.00735
0.236193	0.0057
0.256957	0.00355
0.278466	0.0026
0.299347	0.00135
0.32217	0.00125
0.343385	0.00035
0.363656	0.0005
0.390092	5e-05
0.401576	0.00015

--------------------------------------
internal weights (weight-occurrences)
0.367119	0.0305291
1.28334	0.0463121
2.10099	0.0935515
2.90973	0.162968
3.6956	0.195029
4.49409	0.152288
5.31414	0.100969
6.13553	0.0649386
6.96374	0.0444577
7.7822	0.0313258
8.60186	0.022198
9.42645	0.015213
10.2628	0.0111333
11.0836	0.00870885
11.9192	0.00717725
12.7124	0.00633933
13.5385	0.00397668
14.2925	0.00182007
15.1935	0.000748632
15.9608	0.000315936

--------------------------------------
external weights (weight-occurrences)
0.397694	0.01782
1.18254	0.0604839
1.87178	0.103538
2.66915	0.126821
3.50151	0.136056
4.2789	0.115505
5.01327	0.102237
5.75685	0.0831165
6.51609	0.0672477
7.28365	0.0576223
8.07084	0.0418835
8.86272	0.0330385
9.66995	0.0213319
10.5315	0.0150884
11.2493	0.00741415
11.9948	0.00520291
12.8389	0.00208117
13.6222	0.00156087
14.2555	0.00130073
15.2643	0.000650364
