1	841
1	983
1	1347
1	2950
1	4741
1	5038
1	5062
1	5098
1	5724
1	5816
2	842
2	1990
2	2845
2	4065
2	4243
2	5280
2	5521
2	5748
2	5974
2	5984
3	1249
3	1756
3	1978
3	2758
3	3214
3	3488
3	3800
3	5365
3	5613
3	5671
4	1688
4	2963
4	3350
4	4520
4	5033
4	5605
4	5618
4	5663
4	5814
4	5968
5	3378
5	3537
5	3871
5	4199
5	4637
5	5078
5	5102
5	5538
5	5870
5	5955
6	1629
6	3518
6	3621
6	4253
6	5180
6	5196
6	5339
6	5488
6	5596
6	5895
7	1140
7	1995
7	2938
7	3732
7	4392
7	4651
7	4925
7	5290
7	5382
7	5836
8	3089
8	3210
8	4115
8	4496
8	5005
8	5051
8	5364
8	5694
8	5713
8	5990
9	126
9	459
9	4055
9	4072
9	4944
9	4955
9	5085
9	5186
9	5227
9	5715
10	1272
10	1439
10	1988
10	4156
10	4442
10	4578
10	4648
10	4689
10	4936
10	5398
11	50
11	153
11	1009
11	1218
11	2270
11	4098
11	4863
11	5654
11	5835
11	5946
12	593
12	2621
12	4721
12	5229
12	5450
12	5474
12	5800
12	5802
12	5808
12	5857
13	1606
13	2273
13	2776
13	3144
13	3339
13	3796
13	4835
13	5032
13	5291
13	5780
14	2669
14	2757
14	3734
14	4717
14	4935
14	5237
14	5833
14	5851
14	5969
14	5989
15	2318
15	2383
15	3160
15	4221
15	4650
15	4682
15	5126
15	5510
15	5549
15	5708
16	783
16	1895
16	2068
16	3078
16	4526
16	5044
16	5072
16	5195
16	5683
16	5924
17	1671
17	2123
17	3360
17	4528
17	4562
17	5292
17	5400
17	5873
17	5906
17	5984
18	21
18	169
18	883
18	1946
18	3815
18	4544
18	4903
18	4961
18	5223
18	5708
19	1243
19	1948
19	2252
19	3503
19	3632
19	5536
19	5753
19	5823
19	5884
19	5916
20	335
20	2170
20	3871
20	4369
20	4389
20	4454
20	4531
20	5021
20	5239
20	5974
21	18
21	1035
21	1705
21	2264
21	2693
21	2694
21	3129
21	3542
21	5195
21	5627
22	2861
22	3767
22	3969
22	4153
22	4959
22	5010
22	5222
22	5615
22	5618
22	5866
23	413
23	1844
23	3816
23	4366
23	5057
23	5570
23	5685
23	5903
23	5965
23	5968
24	2535
24	2738
24	3390
24	3435
24	3473
24	3577
24	3961
24	4524
24	4777
24	5924
25	2898
25	3628
25	3981
25	4262
25	4535
25	5573
25	5584
25	5593
25	5808
25	5857
26	1577
26	2185
26	2224
26	2251
26	4297
26	4367
26	4522
26	4837
26	5092
26	5766
27	2800
27	3977
27	4164
27	4318
27	4671
27	4684
27	4787
27	5063
27	5515
27	5967
28	856
28	1050
28	1489
28	3422
28	4124
28	4340
28	4426
28	5143
28	5867
28	5922
29	1654
29	2260
29	2684
29	3589
29	3859
29	3862
29	4502
29	4967
29	5495
29	5603
30	2662
30	3046
30	4179
30	4851
30	4999
30	5477
30	5565
30	5609
30	5652
30	5946
31	850
31	975
31	3346
31	4087
31	4095
31	4449
31	5140
31	5350
31	5522
31	5978
32	522
32	2921
32	3063
32	3551
32	4104
32	4201
32	5129
32	5546
32	5921
32	5946
33	1474
33	4245
33	4294
33	4636
33	5079
33	5152
33	5215
33	5406
33	5431
33	5437
34	167
34	2766
34	4422
34	4647
34	4813
34	4908
34	5323
34	5709
34	5771
34	5851
35	115
35	2160
35	2396
35	3958
35	5204
35	5728
35	5754
35	5759
35	5881
35	5985
36	905
36	2508
36	3389
36	3442
36	3612
36	3947
36	4162
36	5496
36	5554
36	5566
37	360
37	1704
37	2983
37	3323
37	4668
37	4699
37	5005
37	5369
37	5410
37	5879
38	792
38	1103
38	1743
38	1904
38	2283
38	3475
38	3507
38	4312
38	5598
38	5667
39	2513
39	3079
39	3323
39	3793
39	4938
39	5003
39	5520
39	5648
39	5817
39	5860
40	377
40	2167
40	2558
40	3968
40	4349
40	4644
40	4799
40	5032
