# Nodes: 20000, Edges: 152836, Weighted: 1
1	9078	0.157073
1	17808	2.44393
1	18151	2.2561
1	18904	2.21091
1	19247	4.60695
1	19780	3.71996
1	19813	3.5892
2	846	2.66871
2	9732	0.0353307
2	12269	2.3182
2	16051	1.9646
2	17794	2.79733
2	18485	3.83465
2	19377	4.96612
3	5595	2.84026
3	10844	2.80228
3	11198	1.61459
3	11393	0.736488
3	14511	2.43707
3	16661	4.76526
3	17010	3.2551
4	12161	1.28152
4	12267	1.95543
4	12533	2.16082
4	15739	2.28579
4	16157	2.3882
4	16788	2.6786
4	19944	5.87731
5	9105	1.50617
5	9205	0.104634
5	10282	1.71093
5	12220	2.21774
5	18231	3.06304
5	19707	5.42613
5	19864	4.6105
6	6951	1.08107
6	12292	1.59767
6	15368	2.75148
6	16519	2.67102
6	17463	3.81336
6	18115	2.79823
6	19221	3.82045
7	8412	2.23088
7	15379	2.39284
7	15577	0.876913
7	16003	1.3747
7	18660	3.09921
7	19165	3.93162
7	19856	4.65525
8	13949	0.000954898
8	15480	2.81895
8	16737	2.74845
8	18281	2.54464
8	18750	2.7867
8	19168	3.77685
8	19809	4.07855
9	3444	1.82778
9	6728	0.685475
9	15268	1.95169
9	16772	2.64375
9	17804	2.85864
9	18621	4.44499
9	19475	4.19051
10	287	2.82359
10	3791	1.76731
10	9845	2.02352
10	13923	2.5195
10	15351	2.68583
10	16198	3.26743
10	17138	3.51535
11	8198	1.0293
11	14604	1.95064
11	14939	2.25828
11	16199	3.15579
11	17249	3.32047
11	17836	2.75917
11	18383	4.1182
12	5383	2.55559
12	13929	1.82848
12	14183	1.85339
12	15051	1.51406
12	17555	3.23739
12	17872	3.07838
12	19203	4.41418
13	972	0.871581
13	8236	1.47894
13	15380	3.69851
13	15600	0.285054
13	16820	4.76588
13	18812	3.17436
13	19860	4.40556
14	1750	0.218189
14	12870	0.159766
14	13252	1.268
14	18047	4.05029
14	19355	4.7569
14	19357	3.86814
14	19517	4.18754
15	2233	1.04273
15	3392	1.7015
15	8698	2.03869
15	15687	1.51372
15	16440	1.99729
