25000	190521
1	22198	1.05852
1	23158	2.69991
1	23359	2.32667
1	23891	3.0254
1	24065	3.31384
1	24286	3.46934
1	24312	3.47577
2	15113	0.378495
2	22880	2.963
2	22935	2.7672
2	23109	3.07427
2	23895	2.90052
2	23900	3.69817
2	24030	3.78808
3	12273	3.64829
3	18801	1.83645
3	19192	1.56576
3	20713	2.61386
3	21342	3.31046
3	22006	3.39404
3	22770	3.94767
4	4897	2.26274
4	23993	1.68076
4	24328	2.22543
4	24711	2.93664
4	24848	3.19354
4	24967	3.32554
4	24976	3.32546
5	5930	2.11284
5	10211	1.93743
5	11048	2.19799
5	15457	2.6246
5	17443	1.69178
5	19385	3.60198
5	20489	4.1934
6	20641	0.792659
6	20698	0.762816
6	23551	2.58227
6	23720	2.81808
6	23998	2.93511
6	24281	3.34317
6	24498	3.43413
7	10484	1.59524
7	12232	1.9857
7	16188	2.34678
7	17328	1.29209
7	18696	3.02182
7	20570	3.53659
7	21723	4.18209
8	17971	3.29928
8	18154	2.30216
8	18882	2.17797
8	19861	2.27673
8	21571	2.93393
8	22371	3.34873
8	22889	3.6287
9	8285	2.7
9	21839	0.869944
9	22117	1.27611
9	23743	2.78208
9	23876	3.12774
9	24770	4.10205
9	24874	4.51036
10	14963	1.07669
10	24178	1.8477
10	24411	2.25548
10	24857	3.04512
10	24867	3.0912
10	24901	3.15945
10	24985	3.27774
11	2754	1.59183
11	5255	1.1549
11	7007	1.91433
11	15162	1.81739
11	15735	3.17025
11	21045	4.37764
11	21403	4.45929
12	1526	1.85203
12	21218	0.722877
12	23390	2.79639
12	23607	3.11501
12	23821	3.25623
12	23908	3.42843
12	23910	3.35403
13	18294	0.131658
13	23450	1.9469
13	24016	2.62911
13	24789	3.81159
13	24901	2.11233
13	24933	4.04247
13	24981	4.10666
14	6705	0.443391
14	6850	1.11011
14	12536	1.76235
14	13028	1.31137
14	20213	3.34524
14	21600	4.11042
14	22809	4.58534
15	4638	2.16996
15	6923	2.75989
15	9125	2.43951
15	9253	2.3616
15	11535	2.65346
15	16479	2.41292
15	19031	4.28375
16	5644	1.31114
16	9755	2.02449
16	14542	2.06786
16	15269	2.50915
16	15630	2.46272
16	18134	3.11235
16	18979	3.18052
17	20198	0.252843
17	22591	2.54265
17	22793	2.54521
17	23296	2.76751
17	24257	3.37425
17	24605	4.14801
17	24846	4.41214
18	17629	2.43466
18	20694	0.633079
18	21059	0.949743
18	23529	2.54181
18	24613	3.89459
18	24799	4.26568
18	24994	4.38765
19	4054	1.1576
19	13728	0.870006
19	17803	7.00928
19	18120	2.40316
19	22427	3.42681
19	23560	4.28829
19	23854	4.52232
20	21068	2.04503
20	24771	2.55629
20	24906	2.71269
20	24916	2.61674
20	24939	2.92852
20	24975	2.92851
20	24980	2.92849
21	13197	1.50549
21	21101	0.349411
21	22718	1.9299
21	22953	2.48505
21	23979	3.80817
21	24082	3.7047
21	24760	4.39122
22	9772	0.174082
22	17481	0.104211
22	21729	1.79262
22	22060	1.73076
22	23870	3.84588
22	24141	4.12398
22	24907	4.89667
23	1466	0.611869
23	11264	1.79287
23	14366	2.1367
23	15864	2.51858
23	19384	3.1171
23	19440	3.24925
23	20078	3.24185
24	22440	1.26502
24	23119	3.97236
24	23532	2.47344
24	23566	2.60443
24	24277	3.29467
24	24443	3.51003
24	24511	3.52066
25	3769	0.0401787
25	22095	0.805478
25	23355	2.25588
25	24123	3.0615
25	24490	3.38135
25	24583	3.4897
25	24603	3.71688
26	12639	1.93944
26	14021	1.8972
26	16338	2.57575
26	17189	2.86181
26	19323	3.50243
26	20263	3.8916
26	24728	2.51259
27	10178	1.75815
27	11941	1.48987
27	17093	2.6644
27	18932	3.01526
27	20955	3.92062
27	21226	3.81992
27	22094	2.03746
28	6563	0.411097
28	11516	1.55612
28	18301	2.66264
28	18496	2.71102
28	19585	3.11838
28	20522	4.16604
28	24321	6.20899
29	7448	0.726978
29	13027	0.720941
29	18914	2.00796
29	20918	2.96665
29	22579	3.80986
29	23274	4.20121
29	23475	4.2426
30	3931	1.46992
30	6017	1.35242
30	6407	1.61456
30	11454	2.03676
30	17750	3.27134
30	18616	3.36118
30	19339	3.56206
31	22011	2.30708
31	22148	2.23581
31	22807	2.56594
31	23013	2.79077
31	23715	3.38115
31	23808	3.38748
31	24320	2.30062
32	14568	1.41404
32	16118	1.94524
32	17285	2.15868
32	18246	2.59686
32	18543	2.53476
32	20076	2.79567
32	20177	3.22299
33	9360	3.16228
33	22885	0.636657
33	23364	1.80721
33	23618	2.21592
33	24088	3.01059
33	24996	4.51219
33	24997	4.49231
34	14141	1.35695
34	16313	1.0717
34	20170	2.83398
34	20553	2.90342
34	20976	3.01074
34	21046	3.2494
34	21289	3.31375
35	7439	1.19281
35	14229	0.753363
35	19741	1.57741
35	20539	3.13742
35	21090	3.15246
35	22663	3.89247
35	23453	4.53971
36	9306	3.16228
36	17255	1.44528
36	18162	2.04907
36	19465	1.77157
36	20590	2.48878
36	23782	4.37791
36	23992	4.53561
37	16363	0.746456
37	18661	1.04582
37	19888	1.81657
37	21268	3.14156
37	23533	4.52924
37	23548	3.18822
37	24609	5.38859
38	13479	1.8731
38	22955	1.66933
38	23568	2.39786
38	24014	2.82729
38	24154	2.91188
38	24509	3.52989
38	24533	3.33199
39	1838	0.845663
39	3856	0.791858
39	10312	1.46873
39	12906	2.01012
39	19094	3.30588
39	20621	4.06605
39	21083	4.17993
40	12480	1.10168
40	15501	1.49623
40	15958	2.90474
40	20240	2.76699
40	21642	3.32231
40	21845	3.55955
40	23238	4.42148
41	13729	0.855255
41	15395	5.23832
41	17945	1.74054
41	20829	2.40406
41	21203	2.97213
41	22942	3.96149
41	23744	4.73477
42	17154	1.77241
42	19170	2.33797
42	19612	2.5513
42	20275	2.83373
42	20581	1.99367
42	21266	3.39591
42	21979	3.77691
43	298	0.79521
43	946	1.85203
43	9194	1.80134
43	13958	2.17377
43	14780	2.85081
43	20662	4.0863
43	22402	4.9608
44	5314	0.0690289
44	19165	0.154086
44	23692	2.45262
44	24216	3.15637
44	24453	3.49467
44	24537	3.55243
44	24751	3.78902
45	21395	0.79127
45	21541	0.67965
45	22325	1.56264
45	23105	2.44693
45	24374	3.49937
45	24561	3.71681
45	24747	3.97222
46	6064	1.8691
46	7998	1.789
46	9890	2.53027
46	13140	2.61765
46	16827	1.92356
46	19512	3.67883
46	21069	4.18338
47	1622	1.31412
47	4893	1.58626
47	11212	2.25023
47	11841	2.06087
47	17217	3.00103
47	17522	3.2285
47	17530	3.22723
48	14284	1.38473
48	14446	1.46803
48	17738	2.33116
48	20320	2.49731
48	21434	3.65846
48	21759	3.91293
48	21778	3.91293
49	13499	0.180745
49	14656	0.148786
49	17934	0.115772
49	23035	3.21108
49	24106	4.21158
49	24208	4.5217
49	24323	4.27925
50	1303	1.57646
50	9480	3.16228
50	16945	2.99667
50	16989	2.72722
50	17103	3.15292
50	17392	2.99908
50	18067	3.21589
51	250	0.641678
51	3323	0.934154
51	14065	2.27989
51	16444	2.92516
51	16686	3.04578
51	17805	3.32251
51	18813	3.51905
52	6445	0.238414
52	12933	1.6405
52	15490	2.2732
52	19826	1.00396
52	20648	3.80601
52	22041	4.41993
52	22097	4.29018
53	6965	1.38948
53	14535	4.68722
53	18253	3.6802
53	19694	3.08879
53	19910	1.54408
53	20497	3.72472
53	22349	4.78505
54	20344	0.0214731
54	22454	1.02003
54	23001	1.59345
54	24213	3.02373
54	24378	3.2397
54	24639	3.71555
54	24877	4.0548
55	6601	0.999048
55	13422	1.82395
55	16289	2.09555
55	16340	2.66263
55	16849	2.66247
55	18961	2.82244
55	21369	3.60214
56	7344	2.7
56	21567	1.79158
56	21718	2.37434
56	22108	2.12874
56	22799	2.74879
56	23387	3.2089
56	24222	4.41587
57	16360	2.05573
57	17140	1.42569
57	17415	1.21387
57	20873	2.78813
57	21865	3.19184
57	22691	3.77477
57	23179	4.27394
58	9140	3.16228
58	19198	1.03848
58	22506	2.70838
58	22526	2.98426
58	22855	2.93129
58	23286	3.46488
58	23491	3.54093
59	1129	1.85203
59	12841	0.811945
59	16668	1.43565
59	20129	2.67486
59	21953	3.51352
59	23135	3.87287
59	23341	4.35939
60	6494	0.222057
60	12998	1.0505
60	14268	1.09891
60	15140	1.40494
60	21945	3.971
60	22820	4.47998
60	24309	5.53975
61	4762	0.884898
61	5607	1.02898
61	15074	0.975767
61	15655	1.22447
61	21158	2.46296
61	22722	4.26798
61	24772	5.82318
62	10137	0.135613
62	17840	0.495601
62	21183	2.28707
62	22651	3.14574
62	23260	3.29744
62	23452	3.52594
62	23606	3.78081
63	15308	0.14002
63	17273	0.284707
63	23554	2.44117
63	24199	3.2805
63	24449	3.447
63	24596	3.73568
63	24611	3.6269
64	15815	0.797198
64	18962	3.9356
64	20360	2.60489
64	20374	2.31062
64	21865	3.09683
64	22691	3.67976
64	23179	4.17894
65	18462	0.420768
65	18476	0.174735
65	21267	2.29765
65	22590	3.18556
65	23097	3.13107
65	23753	3.64909
65	23790	3.80989
66	21485	0.723726
66	22416	1.69432
66	23703	3.22546
66	23825	3.22227
66	24147	1.66589
66	24253	3.78933
66	24354	4.0271
67	4602	0.809734
67	16918	0.572272
67	20554	2.58894
67	21770	2.80178
67	23555	3.7147
67	23857	4.17656
67	24221	4.59317
68	1563	0.996872
68	13787	2.48048
68	13971	2.65977
68	17068	3.31721
68	18778	3.31693
68	20323	3.89697
68	23898	0.997812
69	5936	0.705545
69	14558	1.84812
69	15041	2.07342
69	15304	1.85959
69	19617	3.18629
69	20214	3.44492
69	20568	3.55035
70	11044	1.63342
70	12533	1.75772
70	13868	2.01454
70	15314	2.01024
70	18375	2.82561
70	19815	3.21335
70	20088	3.21335
71	19963	0.143579
71	23359	1.92516
71	23891	2.62389
71	24065	2.91233
71	24128	2.92263
71	24286	3.06782
71	24312	3.07426
72	6533	2.26274
72	22934	2.4278
72	22939	2.56441
72	22959	2.57936
72	23322	2.81869
72	23669	3.07472
72	23748	3.20326
73	8822	2.7
73	23885	1.74901
73	23911	1.76974
73	24427	2.67922
73	24904	3.39806
73	24963	3.50736
73	24965	3.56578
74	15708	1.65062
74	20160	1.75305
74	22010	2.71605
74	22072	2.57657
74	22745	2.89106
74	23059	3.21543
74	23265	3.51607
75	2625	1.20291
75	3616	0.836764
75	10846	1.94751
75	11316	1.87601
75	12628	2.23986
75	20443	3.92995
75	21679	4.6352
76	10926	0.700913
76	14004	0.677406
76	20865	2.55684
76	22685	3.72052
76	23543	4.58656
76	23635	4.49387
76	23899	4.51869
77	10677	1.02919
77	12017	1.34191
77	14827	1.19116
77	18288	2.48953
77	21466	3.59831
77	21822	3.81294
77	22760	4.39636
78	10790	0.564447
78	12608	4.15692
78	17272	1.39929
78	21998	3.57521
78	22231	3.70976
78	22315	3.70976
78	22372	3.70976
79	6865	1.51722
79	14479	2.24407
79	16821	2.53515
79	18980	3.21408
79	19168	3.2099
79	20748	3.94781
79	21074	5.22365
80	17227	2.01824
80	17307	1.58158
80	17404	2.15356
80	17893	2.13485
80	20249	2.91101
80	20362	2.93544
80	20403	2.93355
81	18259	0.0998616
81	21782	1.604
81	23055	1.99015
81	23626	2.6753
81	24265	3.31387
81	24270	3.29457
81	24551	3.69294
82	13779	1.47166
82	15775	1.90119
82	16101	1.84993
82	16401	1.82491
82	16974	1.97173
82	22443	3.78254
82	22747	3.86627
83	15831	0.504943
83	20248	1.71415
83	23092	3.11024
83	23719	3.61024
83	23725	3.66251
83	24276	4.06616
83	24809	3.45546
84	19657	0.68296
84	19672	0.447035
84	19684	3.57401
84	23734	3.41855
84	23813	3.45112
84	24284	4.0145
84	24684	4.65407
85	4699	1.54966
85	5902	1.06004
85	13430	2.41732
85	15547	2.61916
85	16165	3.07834
85	18923	3.58586
85	22804	4.977
86	10138	1.04447
86	17658	1.8332
86	18167	2.53927
86	18449	2.50036
86	19800	2.72014
86	20372	2.76549
86	20734	3.26531
87	15892	5.23832
87	21692	1.10285
87	22217	1.64602
87	23532	2.92614
87	23566	3.05714
87	24443	3.96273
87	24511	3.97337
88	20369	2.16028
88	22193	0.819489
88	23181	2.16042
88	23609	2.52071
88	24074	3.21996
88	24720	3.85976
88	24854	4.0879
89	3820	1.46126
89	3922	0.621338
89	8730	1.63695
89	13803	1.57008
89	17244	2.4522
89	22602	4.22876
89	23128	4.69766
90	9225	1.03719
90	15287	1.91526
90	15384	2.00013
90	20927	3.53662
90	21707	4.10242
90	21744	4.0766
90	23138	6.47151
91	19803	0.174921
91	23495	2.19371
91	23520	2.42238
91	23758	2.48884
91	24273	3.05043
91	24297	3.05043
91	24371	3.28828
92	10940	3.16228
92	22344	2.21564
92	22573	2.05673
92	23110	2.00396
92	23689	3.26674
92	23965	3.53873
92	24252	3.58644
93	8718	1.00178
93	15178	2.08009
93	15550	2.18607
93	19795	3.37883
93	21483	4.02448
93	21785	3.99699
93	24948	2.97837
94	8525	2.7
94	13202	0.76708
94	16048	1.25628
94	18872	2.49544
94	21987	3.61173
94	22650	4.19003
94	23351	4.34767
95	22849	0.845128
95	23885	1.70846
95	24209	2.70531
95	24305	2.7337
95	24338	2.85585
95	24832	3.64316
95	24972	3.88563
96	4022	1.69476
96	5548	1.81344
96	9937	1.88595
96	16777	3.50971
96	17431	3.62419
96	19915	4.14017
96	23512	2.265
97	14395	1.84653
97	14945	1.58584
97	17223	2.33049
97	17889	2.42487
97	20083	3.00956
97	21051	3.31638
97	21662	3.74041
98	4274	0.976911
98	12901	1.87892
98	16146	2.26947
98	17336	2.58096
98	19217	2.849
98	19347	2.98852
98	19796	3.12445
99	1368	1.85203
99	19314	1.82101
99	20805	2.16665
99	21099	2.67125
99	22370	3.19577
99	22498	3.41415
99	22709	3.39941
100	13772	0.00811628
100	20284	0.172823
100	22923	2.76757
100	23580	3.42458
100	23585	3.46414
100	23679	3.37676
100	23822	3.49561
101	8996	0.55466
101	10436	3.16228
101	16991	2.25144
101	18683	2.75865
101	20350	3.00611
101	21522	3.89894
101	22518	4.19844
102	20754	2.0891
102	21016	2.2756
102	21527	2.36673
102	21935	2.91653
102	22510	2.99749
102	23805	4.02279
102	24946	2.6038
103	1088	1.22737
103	4510	1.36303
103	14066	2.42985
103	18627	3.41576
103	19849	3.76995
103	20878	4.46227
103	21151	2.582
104	4194	0.998072
104	9654	1.09463
104	15781	2.09007
104	17142	2.72021
104	18875	2.93465
104	20104	3.28627
104	21257	3.54433
105	10768	2.17325
105	12786	2.15818
105	15512	2.80279
105	16142	2.93688
105	17337	3.10944
105	19653	3.48769
105	20867	3.07038
106	11516	1.64899
106	11981	0.651319
106	15012	5.23832
106	17428	2.27396
106	18675	2.63936
106	21175	4.05615
106	23342	5.39846
107	4026	2.26274
107	20034	0.0932703
107	23473	2.23355
107	24169	3.09453
107	24239	3.14941
107	24745	3.97652
107	24935	4.12099
108	1037	1.73818
108	1796	1.96008
108	3313	2.82667
108	8419	2.94104
108	12587	3.41332
108	13999	3.78888
108	21521	2.1863
109	17842	0.110834
109	19769	0.832813
109	22355	2.67857
109	22595	2.71046
109	22754	2.91088
109	23567	3.58709
109	23767	3.8376
110	5022	1.51033
110	10537	1.95104
110	12429	1.9379
110	13646	2.00581
110	15271	2.49095
110	18852	3.3588
110	19053	3.41341
111	3016	0.454255
111	11200	2.10931
111	14748	1.6462
111	19322	2.87248
111	19398	2.86288
111	20446	3.13495
111	21496	3.58815
112	15979	1.02423
112	23278	1.8775
112	23634	2.2773
112	24035	2.85774
112	24075	2.96199
112	24442	3.29309
112	24574	3.40148
113	7774	1.23841
113	11499	1.61154
113	17222	2.96236
113	18954	3.31017
113	19757	3.61201
113	21154	3.93374
113	24692	1.84701
114	6184	0.966044
114	15026	1.24372
114	16178	5.80948
114	21122	2.49253
114	23062	3.90963
114	23102	4.00977
114	23415	4.04652
115	17704	1.16795
115	18026	2.5545
115	19535	1.38475
115	21619	2.62004
115	23070	3.70076
115	23437	3.89074
115	23448	3.90399
116	14742	1.05533
116	14982	1.26873
116	20812	2.74278
116	21105	5.22365
116	21219	3.06485
116	22825	3.84111
116	23581	4.69543
117	13305	0.585256
117	22447	1.56978
117	23442	3.0835
117	23471	2.77129
117	24521	4.33892
117	24540	4.31967
117	24680	4.41649
118	13897	2.22842
118	15231	1.8138
118	17864	2.63603
118	19057	3.12398
118	19249	3.13608
118	20640	3.72992
118	21242	4.55685
119	5881	1.60445
119	12873	2.25795
119	14157	2.66578
119	15580	5.23832
119	16146	2.99119
119	17336	3.30269
119	19796	3.84617
120	1863	1.85203
120	16227	1.48435
120	17329	1.6347
120	18965	2.07622
120	21540	3.35704
120	22408	3.7067
120	23379	4.40921
121	8403	0.893391
121	13289	1.94885
121	18221	3.18836
121	19985	3.40223
121	20380	3.51053
121	21024	3.72488
121	23412	1.71382
122	4852	2.26274
122	16459	0.182007
122	22302	1.89172
122	22869	2.55475
122	23945	3.72557
122	24334	3.95868
122	24513	4.35552
123	18981	1.21107
123	19807	1.76199
123	21325	2.40959
123	21553	2.61679
123	21852	2.89122
123	21922	2.7413
123	22055	3.03627
124	20371	2.29255
124	20466	2.36997
124	20688	2.44927
124	20753	2.37658
124	21664	3.17776
124	22478	1.88253
124	23018	4.00212
125	1318	1.85203
125	20049	1.01688
125	22108	1.84613
125	23281	3.09451
125	23338	2.81987
125	24025	3.75758
125	24222	4.13326
126	5058	1.91035
126	5686	1.69529
126	7481	2.7
126	10685	2.41724
126	16970	2.85262
126	19080	3.76886
126	20727	4.02388
127	491	0.227491
127	19704	2.77899
127	20823	1.57873
127	22111	2.6063
127	24038	3.71328
127	24084	4.00044
127	24410	4.54199
128	13201	1.18033
128	23208	2.08661
128	23237	1.74202
128	23777	2.11127
128	24713	3.57868
128	24838	3.6013
128	24873	3.54869
129	320	1.18612
129	11163	1.62382
129	15397	2.70183
129	16522	2.52595
129	17007	2.57661
129	17136	2.683
129	20356	3.37093
130	214	1.85203
130	12164	1.54368
130	13117	1.1441
130	19143	2.17969
130	21340	3.53547
130	21932	3.91488
130	22697	4.35041
131	24178	1.50441
131	24411	1.91219
131	24658	2.25997
131	24857	2.70182
131	24867	2.7479
131	24898	2.73525
131	24901	2.81616
132	2699	1.85203
132	18905	0.0658728
132	19543	0.205931
132	23839	3.56833
132	23987	3.61645
132	24766	4.59447
132	24806	4.61718
133	18124	7.00928
133	20617	1.21422
133	24645	2.64597
133	24740	2.84117
133	24924	3.29356
133	24943	3.35911
133	24946	3.31696
134	21726	0.787128
134	22104	0.743009
134	22540	1.35988
134	23721	2.89399
134	23960	3.06228
134	24433	3.67232
134	24840	4.15033
135	16231	0.822113
135	17072	0.0773293
135	23107	1.95548
135	23529	2.22412
135	24613	3.57689
135	24799	3.94798
135	24994	4.06996
136	17023	0.294468
136	21221	0.921896
136	21840	1.36601
136	23795	2.49711
136	24786	4.56013
136	24932	4.76312
136	24961	4.76311
137	5428	1.81462
137	8660	1.57583
137	12533	2.52742
137	13868	2.78424
137	19815	3.98306
137	20088	3.98306
137	23245	5.889
138	16957	0.106077
138	21918	1.08721
138	23040	2.13251
138	24096	3.1613
138	24257	3.23355
138	24419	3.47418
138	24445	3.47417
139	9625	1.4602
139	15188	2.83769
139	16616	2.503
139	18287	3.17438
139	18312	2.90913
139	20410	3.78382
139	24753	2.50446
140	21494	1.68031
140	21608	1.70531
140	22279	2.09337
140	22739	2.39811
140	22841	2.51048
140	23528	3.08654
140	23547	3.19411
141	21009	1.44104
141	21835	2.07262
141	22227	4.48625
141	22563	2.48773
141	22625	2.73443
141	23852	3.97105
141	24005	3.96145
142	17313	0.140639
142	23419	2.14188
142	23524	2.06549
142	24052	2.46562
142	24403	2.81729
142	24717	3.55253
142	24895	3.48478
143	21988	1.92689
143	24426	2.36084
143	24587	2.51858
143	24602	2.77472
143	24800	2.8561
143	24850	3.07688
143	24908	3.08285
144	22173	1.55759
144	22791	2.00649
144	24032	3.18278
144	24122	3.28538
144	24149	3.26844
144	24177	2.76152
144	24203	3.37309
145	11893	0.480641
145	17775	0.604811
145	19504	2.25957
145	22436	3.25887
145	23340	3.60815
145	24126	4.28396
145	24177	4.43181
146	9161	0.370077
146	10287	3.16228
146	15737	1.54776
146	17700	2.07096
146	22748	3.86572
146	23513	4.29335
146	23538	4.52053
147	509	1.85203
147	18331	0.0768142
147	22702	2.66115
147	22766	2.49232
147	23875	3.24138
147	24179	3.64289
147	24960	4.55367
148	5385	2.26274
148	23247	1.27336
148	23489	1.76764
148	24279	2.61442
148	24858	3.62292
148	24876	3.64509
148	24995	3.7462
149	5186	1.30427
149	16059	0.43056
149	16770	2.22291
149	17656	2.53347
149	19603	3.12935
149	19826	3.34944
149	21445	4.1288
150	5024	0.516143
150	5253	0.371818
150	17781	0.69222
150	22716	3.25576
150	22939	3.64639
150	23322	3.90067
150	23748	4.28523
151	5479	1.21809
151	12368	3.64829
151	21397	1.85171
151	23325	3.26112
151	23411	3.38246
151	23500	3.22422
151	23879	3.73063
152	8684	1.70004
152	11880	1.67439
152	11995	1.47608
152	12760	2.03694
152	15900	2.31853
152	17203	2.919
152	22997	4.54324
153	1251	1.94971
153	1459	1.76355
153	12603	4.15692
153	15672	3.32781
153	15725	2.60405
153	17057	3.01367
153	20515	4.00946
154	9251	0.780944
154	11381	0.625373
154	12941	1.52085
154	22068	4.22757
154	22797	4.6609
154	23630	4.85261
154	24498	2.27433
155	8696	0.960401
155	15011	1.47652
155	15595	1.87888
155	17654	2.02073
155	19772	3.05259
155	20462	3.13792
155	22261	4.14118
156	16422	1.13698
156	21084	2.36843
156	21506	2.4211
156	21980	1.26647
156	22064	3.38924
156	23073	3.57943
156	23350	3.77306
157	1415	1.95758
157	2772	2.53394
157	4138	2.33218
157	4543	2.26274
157	10387	3.02156
157	11530	2.86282
157	17073	3.96023
158	11608	1.90931
158	15149	2.44212
158	15322	2.72794
158	17024	2.92069
158	18410	2.87299
158	21141	3.79519
158	22300	1.83751
159	1068	1.66056
159	2139	2.08367
159	4089	2.66631
159	10897	2.46583
159	16978	3.79485
159	17662	3.99701
159	18291	3.16325
160	3485	1.48764
160	5708	0.962735
160	13733	2.22997
160	14326	2.41693
160	17463	2.93164
160	18212	3.29343
160	19513	3.3459
161	7067	1.85034
161	10768	2.4092
161	11865	2.30094
161	15311	5.23832
161	15512	3.03873
161	17337	3.34538
