20000	153107
1	3729	1.68035
1	8227	1.7887
1	8309	1.78655
1	9132	2.03476
1	12555	2.53333
1	12716	2.63932
1	17029	4.20521
2	13072	0.476626
2	14551	0.467922
2	15158	4.14095
2	16316	1.70559
2	19109	4.53027
2	19276	4.72127
2	19359	4.76658
3	1968	0.782406
3	6078	2.7
3	10694	1.79316
3	12684	2.37384
3	15093	3.54701
3	15985	3.74221
3	17194	4.42961
4	11549	1.12006
4	13454	2.42956
4	13934	2.17332
4	15604	1.89457
4	15937	2.66236
4	16691	3.7161
4	18290	4.56684
5	241	0.917642
5	11759	1.68899
5	12253	1.38993
5	14649	2.52295
5	16418	3.50452
5	16623	3.22968
5	16790	3.41453
6	3551	0.723097
6	9790	1.11118
6	10545	2.2079
6	10618	1.94721
6	15172	2.91824
6	16822	3.68442
6	17371	4.07619
7	2322	1.85203
7	11327	0.367406
7	17318	1.42074
7	18966	3.13731
7	19152	3.18646
7	19803	4.0709
7	19966	4.48541
8	1432	0.12697
8	13259	0.293762
8	14107	1.8146
8	14780	2.2435
8	18092	3.99936
8	18372	4.15541
8	18444	4.3284
9	210	1.85203
9	10601	0.0380625
9	15582	1.81372
9	17606	2.93297
9	17729	3.21414
9	18993	4.279
9	19122	4.39034
10	8622	1.0244
10	12041	1.97146
10	13961	2.52397
10	14579	2.92302
10	17496	3.991
10	17819	1.53649
10	17887	4.2344
11	4264	1.18572
11	7933	1.84845
11	13141	3.01815
11	13423	3.35589
11	13708	3.06107
11	15963	4.19895
11	17438	4.43618
12	14582	0.227253
12	18939	2.14276
12	19476	3.24586
12	19539	3.30352
12	19730	3.69579
12	19747	2.39443
12	19890	4.05405
13	8769	3.16228
13	10358	0.651814
13	13468	1.73685
13	17330	3.34252
13	17863	3.39121
13	18113	3.75136
13	18350	3.79448
14	16192	1.5846
14	17188	0.801873
14	18767	2.3382
14	18839	2.59387
14	18924	3.0959
14	19559	3.8332
14	19672	4.00561
15	3888	1.30667
15	10115	1.87117
15	10321	2.11166
15	11659	2.22001
15	12060	2.58767
15	14845	3.17882
15	15918	3.39223
16	19210	1.76069
16	19235	2.01322
16	19281	2.03681
16	19493	2.5
16	19512	2.48449
16	19532	2.50028
16	19892	3.39035
17	2824	1.62403
17	6659	1.93559
17	6971	2.08055
17	10726	2.16596
17	10747	2.71376
17	13408	3.21072
17	13670	2.93759
18	19195	1.59776
18	19309	1.78823
18	19404	1.86999
18	19601	2.40298
18	19864	2.84382
18	19962	3.08421
18	19994	3.0842
19	9560	0.102899
19	14484	1.44535
19	15873	2.16342
19	16843	2.85413
19	17495	3.04361
19	17690	3.29922
19	18466	3.75961
20	18944	1.28311
20	19659	2.63188
20	19808	3.02464
20	19829	3.13762
20	19833	3.18484
20	19960	1.89225
20	19963	3.42007
21	3924	0.0603522
21	10270	0.844859
21	15152	1.85723
21	15433	2.34227
21	17839	3.71653
21	18180	3.72097
21	18396	4.12603
22	7713	1.82973
22	9615	2.19821
22	10382	2.0824
22	11630	2.0752
22	12167	2.34088
22	14310	2.81401
22	14471	3.32782
23	16161	0.152767
23	19097	1.73491
23	19624	2.71989
23	19653	2.74664
23	19769	3.0133
23	19855	3.11923
23	19871	3.18351
24	908	1.31798
24	9860	0.582341
24	11264	0.949473
24	17403	3.12209
24	17716	3.5195
24	17779	3.5875
24	17871	3.58935
25	14955	0.171482
25	18179	1.81777
25	18612	2.1133
25	18638	2.31995
25	19478	3.42262
25	19488	3.41051
25	19498	3.4126
26	5629	0.338183
26	10801	0.577675
26	14706	2.04961
26	15729	2.4169
26	17716	3.716
26	17779	3.784
26	17871	3.78585
27	4938	2.30694
27	9239	2.18697
27	9885	2.42629
27	10202	2.41856
27	14711	3.56798
27	15422	3.7615
27	19844	2.25043
28	12424	1.17659
28	15062	2.17829
28	15340	3.75121
28	16439	3.13481
28	16687	3.08484
28	16904	3.53854
28	17246	3.55516
29	10729	0.118021
29	17938	2.20738
29	18089	2.46489
29	18495	2.45164
29	18776	3.09618
29	18885	2.96495
29	19058	3.36518
30	3667	1.9373
30	7312	2.19143
30	10410	2.48317
30	12456	2.8997
30	13453	3.23581
30	15174	3.92083
30	19641	6.52326
31	1735	1.26537
31	9395	2.38076
31	10291	2.46525
31	12341	3.07556
31	12971	3.22803
31	15648	4.25325
31	18956	2.6646
32	13522	2.53092
32	13532	2.37146
32	14385	2.94308
32	14931	2.71247
32	15144	2.93498
32	16168	3.17531
32	18149	1.45367
33	3120	1.96114
33	5804	2.20992
33	5935	2.7
33	11530	2.82393
33	11580	2.64086
33	12088	2.97029
33	15294	4.0621
34	2005	1.19438
34	9458	2.51738
34	9964	1.75858
34	10886	2.70631
34	12742	1.87941
34	15421	3.95906
34	16250	4.53253
35	530	0.903806
35	12562	2.33664
35	12760	2.48511
35	15523	3.57401
35	15808	3.58821
35	16268	3.66451
35	16531	3.68995
36	8091	3.16228
36	10063	0.868176
36	13165	1.51606
36	17123	3.30413
36	17237	3.29422
36	17837	3.84283
36	17875	3.84283
37	12482	2.37261
37	12790	1.72676
37	13679	2.1851
37	13797	1.49148
37	14317	2.41723
37	16977	3.07718
37	17287	3.39787
38	11457	0.29539
38	13331	1.46077
38	15775	2.16644
38	16259	2.09797
38	17643	3.038
38	17734	3.50151
38	18921	4.10814
39	4018	0.525701
39	5410	0.367711
39	16882	2.41671
39	17127	2.72743
39	17334	2.46437
39	18720	3.97775
39	19173	4.18855
40	2343	0.444026
40	5349	0.804031
40	15191	2.76242
40	15267	3.14669
40	15709	3.04081
40	16082	3.14263
40	16568	3.32762
41	3914	1.89132
41	9217	2.32799
41	9779	3.64829
41	10085	2.40653
41	12480	2.64235
41	14875	3.50131
41	16247	3.89875
42	13848	2.4487
42	13925	2.27129
42	14261	2.13894
42	15093	2.9105
42	15985	3.1057
42	17194	3.7931
42	18498	2.2802
43	773	1.97284
43	1690	2.05701
43	5172	2.17015
43	6286	3.01479
43	7250	3.16228
43	7380	2.90461
43	15678	4.54884
44	18500	1.7818
44	19033	1.86948
44	19178	2.0782
44	19617	3.03793
44	19674	3.01758
44	19746	3.23541
44	19856	3.42985
45	1963	0.149694
45	4813	0.763988
45	13401	2.34645
45	14320	2.88732
45	15915	3.31548
45	16187	3.46214
45	16932	3.74316
46	15013	0.231781
46	19164	2.911
46	19165	2.90917
46	19293	3.17169
46	19576	3.39209
46	19660	2.64287
46	19914	4.05507
47	18400	2.62528
47	19000	1.8259
47	19014	0.995941
47	19229	2.27049
47	19838	3.74301
47	19910	3.84318
47	19977	4.00059
48	10826	1.49607
48	14639	2.87337
48	14671	2.66614
48	15362	3.20335
48	15442	3.10813
48	15945	3.32117
48	19998	2.72387
49	3046	0.0710203
49	9027	0.991431
49	10518	1.48108
49	11842	2.26017
49	17499	3.47181
49	18145	4.20552
49	18309	4.1872
50	14412	3.16325
50	15411	1.64489
50	16980	2.43273
50	17213	2.81341
50	17695	2.9803
50	18144	3.3376
50	18339	3.4594
51	17062	0.123457
51	18125	1.50759
51	18599	1.79798
51	18999	2.6455
51	19550	3.39462
51	19586	3.45663
51	19741	3.75202
52	1119	0.0986691
52	12748	2.26403
52	13501	1.95409
52	15714	2.58126
52	16534	3.21769
52	16672	3.0236
52	17275	3.5289
53	4573	0.638866
53	12956	0.706772
53	13083	2.40463
53	14097	2.80282
53	15913	3.33249
53	16680	3.5792
53	17050	3.91023
54	11355	0.32764
54	12059	0.895924
54	17501	2.69197
54	18203	3.72548
54	18437	1.33495
54	18838	3.98315
54	19598	5.04407
55	10942	1.51285
55	19210	1.99762
55	19493	2.73693
55	19512	2.72143
55	19532	2.73721
55	19570	2.86384
55	19892	3.62729
56	12560	5.23832
56	14006	0.791836
56	14818	1.43666
56	17007	2.45095
56	18218	3.42884
56	19005	4.1934
56	19232	4.36655
57	1082	1.85203
57	8933	1.32169
57	12322	1.2816
57	14297	1.95365
57	15456	2.63021
57	17558	4.47642
57	19057	5.00466
58	17451	2.47681
58	19640	2.49875
58	19777	2.84184
58	19791	2.69115
58	19813	2.85208
58	19828	2.65231
58	19995	3.15203
59	1433	1.85203
59	11892	0.465634
59	16938	2.13921
59	17480	2.516
59	18449	3.68032
59	18682	3.71694
59	18811	4.15013
60	1767	0.368178
60	1868	1.02653
60	11459	2.4861
60	11627	2.7224
60	14342	3.13691
60	14746	2.96774
60	16606	3.96036
61	10273	0.292499
61	16589	0.712932
61	18603	2.62109
61	18670	2.6551
61	18919	2.95823
61	19015	3.41914
61	19339	4.00926
62	2554	1.71397
62	3431	2.02685
62	7801	2.15954
62	12501	3.21709
62	12857	3.26797
62	14917	4.28289
62	19863	2.94024
63	6766	2.7
63	14032	1.50573
63	15928	2.16126
63	16482	2.41198
63	17441	3.14969
63	17707	3.66658
63	17986	3.77299
64	15292	2.10589
64	17953	1.43027
64	18125	1.92489
64	18599	2.21529
64	18999	3.06281
64	19586	3.87394
64	19741	4.16933
65	17331	2.123
65	17431	2.1979
65	17798	2.67824
65	18298	3.02109
65	18350	5.46032
65	18741	3.32576
65	18765	3.32234
66	2187	1.85203
66	10685	0.967346
66	11666	1.4935
66	16490	3.04883
66	17225	3.44074
66	17631	3.77844
66	18050	3.93938
67	3755	0.488448
67	15286	2.3268
67	17526	3.44105
67	17623	3.42817
67	17682	3.42015
67	17748	3.56363
67	19848	3.60966
68	3663	0.297235
68	14630	2.21425
68	15141	2.87122
68	15657	3.03288
68	17360	3.81918
68	17387	3.58569
68	17669	3.88067
69	6238	2.7
69	14089	1.3864
69	17054	2.43314
69	17234	2.66746
69	17362	3.00443
69	17854	3.41871
69	18568	3.75833
70	3370	2.26274
70	10861	0.107614
70	12648	1.35707
70	16323	2.86641
70	18224	3.9145
70	18246	3.96075
70	18809	4.46188
71	1971	0.475971
71	4468	1.0696
71	8208	1.79792
71	9710	2.04392
71	10766	0.926013
71	18515	5.60786
71	18735	5.67295
72	14266	0.912956
72	15974	1.24934
72	16136	2.08899
72	17086	2.21334
72	17324	2.65403
72	18684	3.70832
72	18971	3.84126
73	18549	1.67636
73	18743	1.7311
73	18866	1.91731
73	18960	2.19771
73	19259	2.7247
73	19523	3.09514
73	19647	3.32637
74	15942	1.07654
74	18191	2.66974
74	18570	3.16813
74	18611	3.01627
74	18814	3.19207
74	19035	3.54548
74	19820	3.15134
75	265	1.85203
75	6347	1.11045
75	9063	1.30054
75	15178	2.7732
75	15973	3.29853
75	17270	3.85253
75	17827	4.33298
76	8454	3.16228
76	17963	1.40427
76	18996	2.49499
76	19002	2.75398
76	19285	3.07484
76	19452	3.52698
76	19483	3.41317
77	15550	1.59771
77	15884	1.67281
77	16109	2.04167
77	16415	2.20931
77	17157	2.71773
77	17394	2.97691
77	17915	3.4521
78	6681	1.70595
78	7607	2.11671
78	10354	2.17721
78	12555	2.68918
78	15554	3.61811
78	17029	4.36106
78	18491	1.66593
79	18738	1.34093
79	19199	2.16568
79	19212	2.13935
79	19345	2.48646
79	19417	2.63912
79	19454	2.77047
79	19637	3.14855
80	10072	0.160365
80	14257	1.65171
80	17030	1.36646
80	17506	3.50992
80	17931	3.80316
80	18077	3.74367
80	18236	3.79942
81	13513	0.752269
81	19373	1.95356
81	19744	2.68999
81	19815	2.77114
81	19822	2.81049
81	19979	3.25037
81	19984	3.19358
82	5021	0.636321
82	16165	2.78191
82	16850	4.1683
82	16905	3.37952
82	16926	3.40351
82	17019	3.23348
82	17020	3.23348
83	7603	1.86762
83	11737	2.17485
83	12275	2.46876
83	13554	2.84845
83	15549	3.49739
83	16479	3.81116
83	19895	4.4239
84	18294	1.97207
84	18327	1.88936
84	18415	2.09077
84	18479	2.18353
84	18566	2.25622
84	19209	3.07027
84	19258	3.20622
85	2286	1.95464
85	2335	1.45884
85	7151	2.20227
85	7749	2.70779
85	12054	3.15602
85	16919	5.18866
85	19489	1.63644
86	16069	0.259092
86	18130	2.13423
86	18211	2.18596
86	18620	2.61409
86	19043	3.04599
86	19073	3.13537
86	19103	3.2935
87	5241	0.407377
87	13464	1.61309
87	16593	3.17502
87	17392	3.68208
87	17433	3.43432
87	18288	4.35634
87	19602	3.42994
88	11987	1.60471
88	18760	1.60057
88	18881	1.97089
88	19166	2.36858
88	19804	3.47814
88	19924	3.51507
88	19958	3.73503
89	964	1.46074
89	9822	1.52377
89	11216	2.52841
89	13981	3.30396
89	15518	3.63584
89	16470	4.21552
89	19721	2.29692
90	17768	0.213579
90	19114	2.03884
90	19274	2.34757
90	19428	2.74137
90	19681	3.03869
90	19706	3.05324
90	19811	3.23495
91	3839	0.981269
91	5671	1.13596
91	13559	2.84121
91	13836	2.56735
91	14052	3.00145
91	14391	3.06072
91	15356	3.08026
92	15584	0.191663
92	17423	0.855392
92	18596	2.13105
92	18802	2.47171
92	19486	3.47853
92	19726	3.82592
92	19749	3.71424
93	4893	1.0689
93	9996	1.47954
93	11362	1.5332
93	13543	2.32357
93	13979	2.3752
93	17793	3.9706
93	17817	3.91721
94	4672	1.28287
94	11305	1.68014
94	14394	3.00556
94	14540	2.55369
94	17364	4.05739
94	17541	4.08858
94	19761	2.6163
95	743	1.85203
95	18782	0.99245
95	19744	2.88219
95	19815	2.96334
95	19822	3.0027
95	19979	3.44258
95	19984	3.38579
96	4546	2.26274
96	8622	1.42665
96	9126	1.78015
96	11529	1.80307
96	14263	2.97927
96	16296	4.04246
96	17887	4.63665
97	9556	0.820899
97	11419	1.3626
97	13182	2.58644
97	13582	1.92751
97	16638	3.07764
97	16744	3.03686
97	18152	3.85629
98	3076	2.26274
98	9338	0.895636
98	13529	1.7626
98	15563	1.96777
98	17731	3.35607
98	18530	4.30065
98	18754	4.38551
99	14432	3.61302
99	15532	0.536697
99	18583	2.37429
99	18654	2.61955
99	19046	3.04037
99	19973	4.04866
99	19981	4.04866
100	4392	1.26065
100	4911	1.67841
100	6717	2.7
100	7277	2.15974
100	12805	2.82515
100	13948	3.10938
100	18440	5.6349
101	3360	2.26274
101	17162	1.24628
101	18751	2.35407
101	19157	2.97494
101	19323	3.32909
101	19379	3.32069
101	19399	3.44511
102	1112	0.317951
102	6396	1.90138
102	6421	2.05633
102	13404	2.30187
102	15421	3.6937
102	16250	4.26717
102	16590	4.43169
103	17618	0.901668
103	17784	0.985404
103	18584	2.14285
103	19137	2.82708
103	19183	2.83827
103	19302	3.13612
103	19689	3.83708
104	3811	1.44051
104	6919	1.56155
104	6967	1.4694
104	8534	2.10203
104	10221	2.42958
104	15425	3.75125
104	16152	3.91391
105	4739	0.0743444
105	18094	2.66387
105	18140	2.65309
105	18248	2.93095
105	18617	2.07045
105	19297	3.79053
105	19768	4.55545
106	1258	0.394188
106	10561	1.17259
106	13824	2.42177
106	15302	2.969
106	15397	2.67356
106	16186	3.42324
106	16826	3.61388
107	19117	1.24885
107	19569	2.14633
107	19590	2.03861
107	19752	2.59729
107	19881	2.73469
107	19905	2.90624
107	19970	3.00106
108	9104	0.578971
108	14919	2.87519
108	15512	2.36782
108	16581	2.98865
108	16857	5.06981
108	17865	3.81179
108	18017	4.04581
109	5456	1.01351
109	9329	1.75039
109	12327	2.17525
109	14314	2.54892
109	14833	2.80525
109	15769	3.26398
109	16158	3.11094
110	3046	0.408392
110	10445	4.15692
110	10518	1.81845
110	13242	2.42726
110	13904	2.94666
110	18145	4.54289
110	18309	4.52457
111	6464	0.363432
111	12369	1.90769
111	12676	1.48726
111	13600	1.91899
111	16510	3.0169
111	17491	3.71078
111	18174	4.26319
112	18143	0.598215
112	19267	1.86526
112	19469	2.3343
112	19745	2.7469
112	19763	2.97762
112	19830	3.00478
112	19859	3.24567
113	10881	1.27405
113	12460	2.13464
113	13627	2.02411
113	14069	2.22572
113	15372	2.8934
113	15674	2.77246
113	16172	3.34386
