# Nodes: 5000, Edges: 38220, Weighted: 1
1	3620	0.842831
1	3964	2.08993
1	4172	1.68354
1	4344	3.12104
1	4642	3.52021
1	4770	4.3162
1	4806	2.94605
2	3724	1.16672
2	3823	1.12657
2	3959	4.62923
2	4262	1.99137
2	4376	2.58874
2	4683	3.44668
2	4693	3.57011
3	1329	0.82059
3	4536	1.63805
3	4670	2.34743
3	4813	2.75984
3	4934	3.45962
3	4947	3.68525
3	4965	3.82154
4	1365	1.16276
4	1709	1.54419
4	1890	0.811077
4	2070	0.184699
4	2707	4.73804
4	4865	4.8284
4	4963	5.35906
5	961	1.83775
5	973	2.01832
5	1280	1.62736
5	1628	1.97586
5	2919	2.83713
5	3726	4.01289
5	3819	4.39387
6	2341	0.0240698
6	2398	0.865783
6	4411	1.71872
6	4705	3.41631
6	4821	3.66233
6	4841	4.63349
6	4913	4.20298
7	2598	2.07339
7	3479	2.60818
7	4240	0.076243
7	4844	3.0956
7	4892	3.45608
7	4915	3.63614
7	4941	3.62694
8	1278	0.149001
8	1326	2.84803
8	1400	1.88632
8	3799	1.84156
8	4093	2.3189
8	4681	4.3177
8	4883	5.21828
9	188	1.84777
9	285	2.1681
9	1109	1.16018
9	1883	2.43208
9	2959	2.66951
9	3682	4.15885
9	3816	4.05389
10	4224	1.80142
10	4289	2.40978
10	4341	2.26654
10	4524	0.463168
10	4683	3.64451
10	4693	3.76795
10	4916	4.17267
11	1623	2.30481
11	1941	1.98084
11	2673	2.24717
11	2674	2.46294
11	3578	2.6768
11	3655	3.10779
11	3928	3.66182
12	3403	0.340743
12	3941	1.20255
12	3979	0.856173
12	4615	3.54861
12	4801	4.31258
12	4804	3.70787
12	4949	4.57499
13	2223	0.536843
13	3837	1.10359
13	4290	2.62284
13	4392	3.13588
13	4487	3.37274
13	4518	3.65515
13	4742	4.02907
14	756	1.94124
14	876	3.02817
14	4236	2.03737
14	4425	1.57772
14	4810	3.34134
14	4831	3.46821
14	4838	3.46818
15	1432	0.794498
15	3652	1.61161
15	4134	2.7864
15	4144	2.91851
15	4265	3.06247
15	4409	3.5112
15	4809	3.76351
16	2424	1.81278
16	3047	2.81184
16	4517	2.3519
16	4564	2.07832
16	4674	2.89047
16	4738	2.83088
16	4886	3.73863
17	246	2.61704
17	697	0.997873
17	1972	2.01606
17	2309	2.12159
17	3657	2.94654
17	3685	3.33624
17	4334	4.48787
18	2651	0.0871897
18	3279	0.0716661
18	3752	2.78767
18	4750	4.50352
18	4785	4.54915
18	4824	1.9161
18	4828	4.6787
19	1850	0.0371869
19	4073	1.57207
19	4590	3.03061
19	4760	4.40852
19	4790	1.46893
19	4950	4.8418
19	4961	3.1788
20	2287	1.61427
20	4272	1.43299
20	4712	2.89527
20	4759	3.1665
20	4763	2.95363
20	4814	3.44179
20	4959	3.09086
21	1043	3.29119
21	1449	0.602506
21	2177	1.47388
21	3630	1.27568
21	4158	3.78517
21	4199	3.82184
21	4231	4.2068
22	2921	1.7882
22	3476	2.60298
22	3825	1.25815
22	3997	1.77076
22	4020	2.18126
22	4647	4.22832
22	4762	4.84475
23	2402	1.40706
23	3529	1.15116
23	4177	2.76238
23	4413	3.25528
23	4467	3.21949
23	4530	3.5019
23	4831	3.2086
24	884	0.310884
24	2349	1.96508
24	2492	0.55102
24	3038	1.58387
24	3082	2.7505
24	4737	5.26266
24	4789	6.18177
25	751	0.352569
25	1824	2.68691
25	3438	2.33082
25	4211	3.26369
25	4292	1.84199
